source_type,source_id,source_name,source_properties,relationship,relationship_properties,target_type,target_id,target_name,target_properties
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",OFFERS,{},Product,prod_003,SmartSensor Pro,""{"
  id: prod_003,
  launch_date: 2024-06-01,
  lifecycle_stage: introduction,
  revenue_contribution: 12.3,
  description: IoT-enabled industrial sensor system,
  name: SmartSensor Pro,
  product_type: product
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",SERVES,{},Customer,cust_001,AutoMotive AG,""{"
  id: cust_001,
  nps_score: 72,
  relationship_start: 2015-06-01,
  geography: Germany,
  revenue_contribution: 18.5,
  segment: B2B,
  strategic_importance: tier_a,
  name: AutoMotive AG,
  lifetime_value: 5200000.0,
  type: key_account
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",SERVES,{},Customer,cust_002,ChemTech Industries,""{"
  id: cust_002,
  nps_score: 65,
  relationship_start: 2018-03-12,
  geography: Switzerland,
  revenue_contribution: 14.2,
  segment: B2B,
  strategic_importance: tier_a,
  name: ChemTech Industries,
  lifetime_value: 3800000.0,
  type: strategic_partner
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",SERVES,{},Customer,cust_003,Industrial Solutions GmbH,""{"
  id: cust_003,
  nps_score: 58,
  relationship_start: 2020-09-20,
  geography: Austria,
  revenue_contribution: 8.1,
  segment: B2B,
  strategic_importance: tier_b,
  name: Industrial Solutions GmbH,
  lifetime_value: 1200000.0,
  type: regular
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",OPERATES_IN,{},Market,mkt_001,DACH Financial Technology,""{"
  id: mkt_001,
  maturity: growing,
  geography: Germany, Austria, Switzerland,
  growth_rate: 4.5,
  name: DACH Financial Technology,
  size_eur: 8500000000.0
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",COMPETES_WITH,{},Competitor,comp_001,AutoTech Solutions GmbH,""{"
  id: comp_001,
  main_differentiators: Strong brand recognition and extensive service network,
  name: AutoTech Solutions GmbH,
  market_share: 15.5,
  competitive_position: leader
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",COMPETES_WITH,{},Competitor,comp_002,SmartFactory AG,""{"
  id: comp_002,
  main_differentiators: Lower prices and fast delivery times,
  name: SmartFactory AG,
  market_share: 12.3,
  competitive_position: challenger
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",COMPETES_WITH,{},Competitor,comp_003,Industrial AI Systems,""{"
  id: comp_003,
  main_differentiators: Cutting-edge AI technology but limited product range,
  name: Industrial AI Systems,
  market_share: 8.7,
  competitive_position: niche
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_UNIT,{},OrganizationalUnit,ou_001,Sales & Marketing,""{"
  id: ou_001,
  budget: 2500000.0,
  cost_center: CC-100,
  employee_count: 45,
  name: Sales & Marketing,
  type: department
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_UNIT,{},OrganizationalUnit,ou_002,Operations,""{"
  id: ou_002,
  budget: 15000000.0,
  cost_center: CC-200,
  employee_count: 250,
  name: Operations,
  type: department
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_UNIT,{},OrganizationalUnit,ou_003,R&D,""{"
  id: ou_003,
  budget: 5000000.0,
  cost_center: CC-300,
  employee_count: 80,
  name: R&D,
  type: department
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_UNIT,{},OrganizationalUnit,ou_004,Human Resources,""{"
  id: ou_004,
  budget: 800000.0,
  cost_center: CC-400,
  employee_count: 15,
  name: Human Resources,
  type: department
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_UNIT,{},OrganizationalUnit,ou_005,IT,""{"
  id: ou_005,
  budget: 1800000.0,
  cost_center: CC-500,
  employee_count: 25,
  name: IT,
  type: department
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",USES_SYSTEM,{},System,sys_001,SAP S/4HANA,""{"
  id: sys_001,
  implementation_date: 2021-06-01,
  vendor: SAP,
  name: SAP S/4HANA,
  user_count: 380,
  type: ERP,
  integration_level: 75.0,
  version: 2021
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",USES_SYSTEM,{},System,sys_002,Salesforce,""{"
  id: sys_002,
  implementation_date: 2020-03-01,
  vendor: Salesforce,
  name: Salesforce,
  user_count: 52,
  type: CRM,
  integration_level: 60.0,
  version: Enterprise
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",USES_SYSTEM,{},System,sys_003,Workday HCM,""{"
  id: sys_003,
  implementation_date: 2022-01-15,
  vendor: Workday,
  name: Workday HCM,
  user_count: 450,
  type: HRM,
  integration_level: 50.0,
  version: R42
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",USES_SYSTEM,{},System,sys_004,Tableau,""{"
  id: sys_004,
  implementation_date: 2023-04-01,
  vendor: Salesforce,
  name: Tableau,
  user_count: 85,
  type: BI,
  integration_level: 65.0,
  version: 2023.3
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CAPABILITY,{},Capability,cap_001,AI-Driven Automation,""{"
  id: cap_001,
  gap_size: 1,
  development_priority: high,
  maturity_level: 4,
  description: Expertise in developing AI-powered automation solutions,
  target_maturity: 5,
  name: AI-Driven Automation,
  current_maturity: 4,
  is_competitive_advantage: true,
  type: technical
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CAPABILITY,{},Capability,cap_002,Change Management,""{"
  id: cap_002,
  gap_size: 2,
  development_priority: high,
  maturity_level: 2,
  description: Ability to manage organizational change effectively,
  target_maturity: 4,
  name: Change Management,
  current_maturity: 2,
  is_competitive_advantage: false,
  type: organizational
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CAPABILITY,{},Capability,cap_003,Lean Manufacturing,""{"
  id: cap_003,
  gap_size: 1,
  development_priority: medium,
  maturity_level: 3,
  description: Lean principles and continuous improvement,
  target_maturity: 4,
  name: Lean Manufacturing,
  current_maturity: 3,
  is_competitive_advantage: true,
  type: operational
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CAPABILITY,{},Capability,cap_004,Customer Relationship Management,""{"
  id: cap_004,
  gap_size: 1,
  development_priority: medium,
  maturity_level: 3,
  description: Building and maintaining strong customer relationships,
  target_maturity: 4,
  name: Customer Relationship Management,
  current_maturity: 3,
  is_competitive_advantage: false,
  type: commercial
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CULTURE,{},CultureAttribute,cult_001,null,""{"
  id: cult_001,
  dimension: innovation_culture,
  description: Strong culture of innovation and experimentation,
  score: 75.0,
  is_strength: true
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CULTURE,{},CultureAttribute,cult_002,null,""{"
  id: cult_002,
  dimension: decision_making,
  description: Decision-making is overly hierarchical, slowing down responses,
  score: 45.0,
  is_strength: false
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CULTURE,{},CultureAttribute,cult_003,null,""{"
  id: cult_003,
  dimension: collaboration,
  description: Good cross-functional collaboration between teams,
  score: 68.0,
  is_strength: true
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_CULTURE,{},CultureAttribute,cult_004,null,""{"
  id: cult_004,
  dimension: error_culture,
  description: Moderate fear of failure, limits experimentation,
  score: 52.0,
  is_strength: false
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_FINANCIAL_METRIC,{},FinancialMetric,fm_001,null,""{"
  fiscal_year: 2024,
  id: fm_001,
  comparison_to_previous: 8.5,
  value: 52000000.0,
  industry_benchmark: 6.2,
  metric_name: Revenue,
  currency: EUR,
  quarter: 4
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_FINANCIAL_METRIC,{},FinancialMetric,fm_002,null,""{"
  fiscal_year: 2024,
  id: fm_002,
  comparison_to_previous: 12.3,
  value: 6500000.0,
  industry_benchmark: 10.5,
  metric_name: EBITDA,
  currency: EUR,
  quarter: 4
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_FINANCIAL_METRIC,{},FinancialMetric,fm_003,null,""{"
  fiscal_year: 2024,
  id: fm_003,
  comparison_to_previous: 6.8,
  value: 5800000.0,
  industry_benchmark: 5.0,
  metric_name: Operating Cashflow,
  currency: EUR,
  quarter: 4
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_FINANCIAL_METRIC,{},FinancialMetric,fm_004,null,""{"
  fiscal_year: 2024,
  id: fm_004,
  comparison_to_previous: 15.2,
  value: 4200000.0,
  industry_benchmark: 8.0,
  metric_name: R&D Spending,
  currency: EUR,
  quarter: 4
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_ASSESSMENT,{},Assessment,assess_001,null,""{"
  id: assess_001,
  category: operational,
  description: Production planning process lacks digitalization, leading to inefficiencies and delays,
  severity: high,
  consultant_notes: Manual planning causes 5.8% error rate and 14-day cycle time. Quick win opportunity with MES implementation. Estimated 30% reduction in cycle time possible.,
  identified_date: 2025-01-10,
  type: weakness
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_ASSESSMENT,{},Assessment,assess_002,null,""{"
  id: assess_002,
  category: strategic,
  description: Strong AI capabilities provide competitive differentiation in the market,
  consultant_notes: Core competency at maturity level 4. Should be leveraged more aggressively in marketing and product development. Could be basis for premium pricing strategy.,
  identified_date: 2025-01-10,
  type: strength,
  impact: high
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_ASSESSMENT,{},Assessment,assess_003,null,""{"
  id: assess_003,
  category: cultural,
  description: Hierarchical decision-making culture slows down innovation and market response,
  severity: medium,
  consultant_notes: Score of 45/100 indicates significant blocker for digital transformation goals. Requires leadership development and empowerment initiatives.,
  identified_date: 2025-01-10,
  type: weakness
"}"""
"Company,comp_001,TechCorp Manufacturing GmbH,""{"
  founded_year: 1995,
  id: comp_001,
  sector: Manufacturing,
  updated_at: 2025-11-22T12:49:24.961000000Z,
  legal_form: GmbH,
  vision: To be the leading automation partner in DACH region by 2030,
  mission: Delivering innovative automation solutions for Industry 4.0,
  employee_count: 450,
  name: TechCorp Manufacturing GmbH,
  created_at: 2025-11-22T12:49:24.961000000Z,
  industry: Financial Technology,
  headquarters: Stuttgart, Germany
"}"",HAS_ASSESSMENT,{},Assessment,assess_004,null,""{"
  id: assess_004,
  category: market,
  description: Growing market with 4.5% annual growth provides expansion opportunities,
